case,event,Resource,completeTime,Variant,Variant index,Rfp_id,Permit travel permit number,Task,OrganizationalEntity,RequestedAmount,Activity,Permit TaskNumber,Permit BudgetNumber,Permit ProjectNumber,Project,Permit OrganizationalEntity,Permit RequestedBudget,Cost Type,Permit id,Permit ActivityNumber,RfpNumber,id,org:role
request for payment 27038,Permit FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018-02-21 18:21:34.000,Variant 18,18,request for payment 27038,travel permit number 27036,task 27040,organizational unit 65458,1911.0643432517127,activity 505,task 427,budget 698,project 27037,project 503,organizational unit 65458,3041.2636860349835,0,travel permit 27035,UNKNOWN,request for payment number 27039,st_step 27045_0,DIRECTOR
request for payment 27038,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-08 14:45:18.000,Variant 18,18,request for payment 27038,travel permit number 27036,task 27040,organizational unit 65458,1911.0643432517127,activity 505,task 427,budget 698,project 27037,project 503,organizational unit 65458,3041.2636860349835,0,travel permit 27035,UNKNOWN,request for payment number 27039,st_step 27048_0,EMPLOYEE
request for payment 27038,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-08 14:45:31.000,Variant 18,18,request for payment 27038,travel permit number 27036,task 27040,organizational unit 65458,1911.0643432517127,activity 505,task 427,budget 698,project 27037,project 503,organizational unit 65458,3041.2636860349835,0,travel permit 27035,UNKNOWN,request for payment number 27039,st_step 27049_0,ADMINISTRATION
request for payment 27038,Request For Payment APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-08 14:53:43.000,Variant 18,18,request for payment 27038,travel permit number 27036,task 27040,organizational unit 65458,1911.0643432517127,activity 505,task 427,budget 698,project 27037,project 503,organizational unit 65458,3041.2636860349835,0,travel permit 27035,UNKNOWN,request for payment number 27039,st_step 27050_0,SUPERVISOR
request for payment 27038,Request For Payment FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018-03-08 16:26:07.000,Variant 18,18,request for payment 27038,travel permit number 27036,task 27040,organizational unit 65458,1911.0643432517127,activity 505,task 427,budget 698,project 27037,project 503,organizational unit 65458,3041.2636860349835,0,travel permit 27035,UNKNOWN,request for payment number 27039,st_step 27047_0,DIRECTOR
request for payment 27038,Request Payment,SYSTEM,2018-03-12 10:51:33.000,Variant 18,18,request for payment 27038,travel permit number 27036,task 27040,organizational unit 65458,1911.0643432517127,activity 505,task 427,budget 698,project 27037,project 503,organizational unit 65458,3041.2636860349835,0,travel permit 27035,UNKNOWN,request for payment number 27039,rp_request for payment 27038_15,UNDEFINED
request for payment 27038,Payment Handled,SYSTEM,2018-03-15 17:31:16.000,Variant 18,18,request for payment 27038,travel permit number 27036,task 27040,organizational unit 65458,1911.0643432517127,activity 505,task 427,budget 698,project 27037,project 503,organizational unit 65458,3041.2636860349835,0,travel permit 27035,UNKNOWN,request for payment number 27039,rp_request for payment 27038_16,UNDEFINED
request for payment 56452,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 09:35:38.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,st_step 56456_0,EMPLOYEE
request for payment 56452,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-20 09:35:52.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,st_step 56458_0,ADMINISTRATION
request for payment 56452,Permit APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-20 11:59:13.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,st_step 56459_0,SUPERVISOR
request for payment 56452,Permit FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018-02-21 18:21:23.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,st_step 56457_0,DIRECTOR
request for payment 56452,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-04-03 11:31:21.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,st_step 56466_0,EMPLOYEE
request for payment 56452,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-04-03 11:33:23.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,st_step 56468_0,ADMINISTRATION
request for payment 56452,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-04-03 14:56:40.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,st_step 56467_0,SUPERVISOR
request for payment 56452,Request Payment,SYSTEM,2018-04-05 09:35:02.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,rp_request for payment 56452_15,UNDEFINED
request for payment 56452,Payment Handled,SYSTEM,2018-04-09 17:30:59.000,Variant 3,3,request for payment 56452,travel permit number 56446,task 56449,organizational unit 65458,980.1506756791163,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56453,rp_request for payment 56452_16,UNDEFINED
request for payment 56447,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 09:35:38.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,st_step 56456_0,EMPLOYEE
request for payment 56447,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-20 09:35:52.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,st_step 56458_0,ADMINISTRATION
request for payment 56447,Permit APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-20 11:59:13.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,st_step 56459_0,SUPERVISOR
request for payment 56447,Permit FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018-02-21 18:21:23.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,st_step 56457_0,DIRECTOR
request for payment 56447,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-04-24 15:23:02.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,st_step 56461_0,EMPLOYEE
request for payment 56447,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-04-24 15:23:15.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,st_step 56462_0,ADMINISTRATION
request for payment 56447,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-04-24 16:08:40.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,st_step 56460_0,SUPERVISOR
request for payment 56447,Request Payment,SYSTEM,2018-04-26 18:02:14.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,rp_request for payment 56447_15,UNDEFINED
request for payment 56447,Payment Handled,SYSTEM,2018-04-30 17:31:12.000,Variant 3,3,request for payment 56447,travel permit number 56446,task 56449,organizational unit 65458,1303.851719339296,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56448,rp_request for payment 56447_16,UNDEFINED
request for payment 56450,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 09:35:38.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,st_step 56456_0,EMPLOYEE
request for payment 56450,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-20 09:35:52.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,st_step 56458_0,ADMINISTRATION
request for payment 56450,Permit APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-20 11:59:13.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,st_step 56459_0,SUPERVISOR
request for payment 56450,Permit FINAL_APPROVED by DIRECTOR,STAFF MEMBER,2018-02-21 18:21:23.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,st_step 56457_0,DIRECTOR
request for payment 56450,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-04-03 12:10:23.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,st_step 56465_0,EMPLOYEE
request for payment 56450,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-04-03 12:11:18.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,st_step 56464_0,ADMINISTRATION
request for payment 56450,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-04-03 14:52:18.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,st_step 56463_0,SUPERVISOR
request for payment 56450,Request Payment,SYSTEM,2018-04-05 09:33:30.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,rp_request for payment 56450_15,UNDEFINED
request for payment 56450,Payment Handled,SYSTEM,2018-04-09 17:30:59.000,Variant 3,3,request for payment 56450,travel permit number 56446,task 56449,organizational unit 65458,450.36666944025035,activity 505,task 427,budget 698,project 23835,project 503,organizational unit 65458,3719.5461538592103,0,travel permit 56445,UNKNOWN,request for payment number 56451,rp_request for payment 56450_16,UNDEFINED
request for payment 185686,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 10:15:02.000,Variant 5,5,request for payment 185686,UNKNOWN,UNKNOWN,organizational unit 65458,37.10391503617612,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,project 147531,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,request for payment number 185687,st_step 185690_0,EMPLOYEE
request for payment 185686,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-20 10:16:38.000,Variant 5,5,request for payment 185686,UNKNOWN,UNKNOWN,organizational unit 65458,37.10391503617612,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,project 147531,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,request for payment number 185687,st_step 185689_0,ADMINISTRATION
request for payment 185686,Request For Payment APPROVED by BUDGET OWNER,STAFF MEMBER,2018-02-20 12:04:39.000,Variant 5,5,request for payment 185686,UNKNOWN,UNKNOWN,organizational unit 65458,37.10391503617612,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,project 147531,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,request for payment number 185687,st_step 185688_0,BUDGET OWNER
request for payment 185686,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-25 10:33:31.000,Variant 5,5,request for payment 185686,UNKNOWN,UNKNOWN,organizational unit 65458,37.10391503617612,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,project 147531,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,request for payment number 185687,st_step 185691_0,SUPERVISOR
request for payment 185686,Request Payment,SYSTEM,2018-02-27 11:42:54.000,Variant 5,5,request for payment 185686,UNKNOWN,UNKNOWN,organizational unit 65458,37.10391503617612,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,project 147531,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,request for payment number 185687,rp_request for payment 185686_15,UNDEFINED
request for payment 185686,Payment Handled,SYSTEM,2018-03-01 17:31:26.000,Variant 5,5,request for payment 185686,UNKNOWN,UNKNOWN,organizational unit 65458,37.10391503617612,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,project 147531,UNKNOWN,0.0,0,UNKNOWN,UNKNOWN,request for payment number 185687,rp_request for payment 185686_16,UNDEFINED
request for payment 55319,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 12:36:28.000,Variant 1,1,request for payment 55319,travel permit number 55318,UNKNOWN,organizational unit 65469,935.6657398704858,UNKNOWN,UNKNOWN,budget 592,UNKNOWN,project 503,organizational unit 65454,1145.7131508618195,0,travel permit 55317,UNKNOWN,request for payment number 55320,st_step 55322_0,EMPLOYEE
request for payment 55319,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-20 12:36:30.000,Variant 1,1,request for payment 55319,travel permit number 55318,UNKNOWN,organizational unit 65469,935.6657398704858,UNKNOWN,UNKNOWN,budget 592,UNKNOWN,project 503,organizational unit 65454,1145.7131508618195,0,travel permit 55317,UNKNOWN,request for payment number 55320,st_step 55324_0,ADMINISTRATION
request for payment 55319,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-20 16:26:58.000,Variant 1,1,request for payment 55319,travel permit number 55318,UNKNOWN,organizational unit 65469,935.6657398704858,UNKNOWN,UNKNOWN,budget 592,UNKNOWN,project 503,organizational unit 65454,1145.7131508618195,0,travel permit 55317,UNKNOWN,request for payment number 55320,st_step 55323_0,SUPERVISOR
request for payment 55319,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-04-19 13:40:50.000,Variant 1,1,request for payment 55319,travel permit number 55318,UNKNOWN,organizational unit 65469,935.6657398704858,UNKNOWN,UNKNOWN,budget 592,UNKNOWN,project 503,organizational unit 65454,1145.7131508618195,0,travel permit 55317,UNKNOWN,request for payment number 55320,st_step 55327_0,EMPLOYEE
request for payment 55319,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-04-19 13:54:36.000,Variant 1,1,request for payment 55319,travel permit number 55318,UNKNOWN,organizational unit 65469,935.6657398704858,UNKNOWN,UNKNOWN,budget 592,UNKNOWN,project 503,organizational unit 65454,1145.7131508618195,0,travel permit 55317,UNKNOWN,request for payment number 55320,st_step 55325_0,ADMINISTRATION
request for payment 55319,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-04-19 14:38:59.000,Variant 1,1,request for payment 55319,travel permit number 55318,UNKNOWN,organizational unit 65469,935.6657398704858,UNKNOWN,UNKNOWN,budget 592,UNKNOWN,project 503,organizational unit 65454,1145.7131508618195,0,travel permit 55317,UNKNOWN,request for payment number 55320,st_step 55326_0,SUPERVISOR
request for payment 55319,Request Payment,SYSTEM,2018-04-20 08:40:38.000,Variant 1,1,request for payment 55319,travel permit number 55318,UNKNOWN,organizational unit 65469,935.6657398704858,UNKNOWN,UNKNOWN,budget 592,UNKNOWN,project 503,organizational unit 65454,1145.7131508618195,0,travel permit 55317,UNKNOWN,request for payment number 55320,rp_request for payment 55319_15,UNDEFINED
request for payment 55319,Payment Handled,SYSTEM,2018-04-23 17:31:12.000,Variant 1,1,request for payment 55319,travel permit number 55318,UNKNOWN,organizational unit 65469,935.6657398704858,UNKNOWN,UNKNOWN,budget 592,UNKNOWN,project 503,organizational unit 65454,1145.7131508618195,0,travel permit 55317,UNKNOWN,request for payment number 55320,rp_request for payment 55319_16,UNDEFINED
request for payment 9986,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 12:54:23.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 10003_0,EMPLOYEE
request for payment 9986,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-25 17:43:01.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 10000_0,ADMINISTRATION
request for payment 9986,Permit REJECTED by SUPERVISOR,STAFF MEMBER,2018-02-26 09:55:17.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 10002_0,SUPERVISOR
request for payment 9986,Permit REJECTED by EMPLOYEE,STAFF MEMBER,2018-02-27 15:26:51.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 10001_0,EMPLOYEE
request for payment 9986,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-28 08:33:10.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 9997_0,EMPLOYEE
request for payment 9986,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-28 08:34:12.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 9999_0,ADMINISTRATION
request for payment 9986,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-28 09:21:41.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 9998_0,SUPERVISOR
request for payment 9986,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-19 14:49:35.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 10004_0,EMPLOYEE
request for payment 9986,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-19 14:49:40.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 10005_0,ADMINISTRATION
request for payment 9986,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-20 09:48:18.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,st_step 10006_0,SUPERVISOR
request for payment 9986,Request Payment,SYSTEM,2018-03-22 08:49:03.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,rp_request for payment 9986_15,UNDEFINED
request for payment 9986,Payment Handled,SYSTEM,2018-03-26 17:31:14.000,Variant 25,25,request for payment 9986,travel permit number 9985,task 9988,organizational unit 65454,351.2608765520201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9987,rp_request for payment 9986_16,UNDEFINED
request for payment 9991,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 12:54:23.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 10003_0,EMPLOYEE
request for payment 9991,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-25 17:43:01.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 10000_0,ADMINISTRATION
request for payment 9991,Permit REJECTED by SUPERVISOR,STAFF MEMBER,2018-02-26 09:55:17.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 10002_0,SUPERVISOR
request for payment 9991,Permit REJECTED by EMPLOYEE,STAFF MEMBER,2018-02-27 15:26:51.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 10001_0,EMPLOYEE
request for payment 9991,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-28 08:33:10.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 9997_0,EMPLOYEE
request for payment 9991,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-28 08:34:12.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 9999_0,ADMINISTRATION
request for payment 9991,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-02-28 09:21:41.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 9998_0,SUPERVISOR
request for payment 9991,Request For Payment SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-03-05 22:17:36.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 10010_0,EMPLOYEE
request for payment 9991,Request For Payment APPROVED by ADMINISTRATION,STAFF MEMBER,2018-03-05 22:17:49.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 10012_0,ADMINISTRATION
request for payment 9991,Request For Payment FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,2018-03-07 08:53:07.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,st_step 10011_0,SUPERVISOR
request for payment 9991,Request Payment,SYSTEM,2018-03-08 15:47:23.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,rp_request for payment 9991_15,UNDEFINED
request for payment 9991,Payment Handled,SYSTEM,2018-03-12 17:31:16.000,Variant 25,25,request for payment 9991,travel permit number 9985,task 9988,organizational unit 65454,76.67974191183745,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9992,rp_request for payment 9991_16,UNDEFINED
request for payment 9993,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,2018-02-20 12:54:23.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 10003_0,EMPLOYEE
request for payment 9993,Permit APPROVED by ADMINISTRATION,STAFF MEMBER,2018-02-25 17:43:01.000,Variant 25,25,request for payment 9993,travel permit number 9985,task 9988,organizational unit 65454,387.3454609811201,activity 505,task 427,budget 994,project 9518,project 503,organizational unit 65460,2762.725995352967,0,travel permit 9984,UNKNOWN,request for payment number 9994,st_step 10000_0,ADMINISTRATION
